Key,Source,Context,Max Line Width,English,Francais,German
cobblestoneFrameGroupDesc,blocks,Block Building,,玉石（cobble stone）をはめ込むフレームです。コンクリートミックス、製錬鉄でさらにアップグレード出来ます。,,"Used for bases. Upgrade & repair with cobblestone rocks. Upgrade more with scrap iron, concrete mix & forged steel."
cobblestoneFrameRamp,blocks,Block Building,,玉石斜めﾌﾚｰﾑ,,Cobblestone Frame Ramp
rebarFrameBlock,blocks,Block Building,,鉄筋,,Rebar Frame
rebarFrameCNRInside,blocks,Block Building,,鉄筋内ｺｰﾅｰ,,Rebar Frame Inner Corner
rebarFrameGroupDesc,blocks,Block Building,,鉄筋（rebar FRAME）。木とコンクリートミックスで鉄筋コンクリートになります。製錬鋼があれば、さらに強化できます。,,"Used for bases. Build with wood, concrete mix and a construction tool using the secondary action. When dry upgrade more with forged steel."
rebarFramePillar100,blocks,Block Building,,鉄筋円柱 100,,Rebar Frame Pillar 100
rebarFrameRamp,blocks,Block Building,,鉄筋斜め,,Rebar Frame Ramp
refrigeratorGroupDesc,blocks,Block Building,,食べ物はまだ腐りませんが、腐るようになったらそれを保つには冷蔵庫（refrigerator）が必要になるでしょう。,,If food would ever spoil then it would be a good idea to keep it in here.
scrapFrameGroupDesc,blocks,Block Building,,クズ鉄（scrap iron）で作った粗末なフレームです。木より遥かにマシな防御力を提供してくれます。\n修理には鉄が必要です。アップグレードにも鉄必要です。,,"Used for bases. Upgrade & repair with scrap iron and construction tool. Upgrade more with scrap iron, concrete mix & forged steel."
scrapIronFrameBlock,blocks,Block Building,,クズ鉄ﾌﾚｰﾑ,,Scrap Frame
scrapIronFrameCNRFull,blocks,Block Building,,クズ鉄ﾌﾚｰﾑ外ｺｰﾅｰ,,Scrap Frame Full Corner
scrapIronFrameCNRInside,blocks,Block Building,,クズ鉄ﾌﾚｰﾑ内ｺｰﾅｰ,,Scrap Frame Inner Corner
scrapIronFrameRamp,blocks,Block Building,,クズ鉄ﾌﾚｰﾑ斜め,,Scrap Frame Ramp
scrapIronFrameWedge,blocks,Block Building,,クズ鉄ﾌﾚｰﾑｳｪｯｼﾞ,,Scrap Frame Wedge
scrapIronStairs25,blocks,Block Building,,クズ鉄製階段,,Scrap Stairs
secureDoorWooden,blocks,Block Building,,木製ドア,,Secure Wood Door
secureDoorWoodenDesc,blocks,Block Building,,素朴で質素な木のドア（wooden door）。長押しでロック・解除が出来ます。修理やアップグレードには木・鉄が必要です。,,Press & hold [activate] to lock it or set a combination. Upgrade & repair with wood and a construction tool using the secondary action. 
woodFrameCNRFull,blocks,Block Building,,ｳｯﾄﾞﾌﾚｰﾑ外ｺｰﾅｰ,,Wood Frame Full Corner
woodFrameCNRInside,blocks,Block Building,,ｳｯﾄﾞﾌﾚｰﾑ内ｺｰﾅｰ,,Wood Frame Inner Corner
woodFrameRamp,blocks,Block Building,,ｳｯﾄﾞﾌﾚｰﾑ斜め,,Wood Frame Ramp
woodFrameWedge,blocks,Block Building,,ｳｯﾄﾞﾌﾚｰﾑｳｪｯｼﾞ,,Wood Frame Wedge
plantedYucca3Harvest,blocks,Block Plant,,ユッカの果肉,,Yucca Plant
plantedYucca3HarvestDesc,blocks,Block Plant,,ユッカジュース（yucca juice）の材料になります。,,A yucca plant can be used to make yucca juice.
signCampFish,blocks,Block Sign,,キャンプ場と釣り場案内看板,,Camping & Fishing
signCamping,blocks,Block Sign,,キャンプ場案内看板,,Camping
signInfoCenter,blocks,Block Sign,,情報センターの看板,,Information Center
signNationalPark,blocks,Block Sign,,Navezgane国立公園の看板,,Navezgane National Park
signNoHazardousWaste,blocks,Block Sign,,有害廃棄物禁止の看板,,No Hazardous Waste
signRightOnly,blocks,Block Sign,,右折のみ可の標識,,Right Turn Only
signRoadWork,blocks,Block Sign,,この先工事中の標識,,Road Work Ahead
signRoughSurface,blocks,Block Sign,,この先段差注意の看板,,Rough Surface Ahead
signSchoolZone,blocks,Block Sign,,通学路の看板,,School Zone
signSlow,blocks,Block Sign,,徐行の標識,,Slow
signSpeed25,blocks,Block Sign,,速度制限25の標識,,Speed Limit 25
signSpeed25noTrucks,blocks,Block Sign,,速度制限25 (トラックを除く)の標識,,Speed Limit 25 (No Trucks)
signSpeed35,blocks,Block Sign,,速度制限35の標識,,Speed Limit 35
signSpeed45,blocks,Block Sign,,速度制限45の標識,,Speed Limit 45
signSpeed55,blocks,Block Sign,,速度制限55の標識,,Speed Limit 55
signSpeed65,blocks,Block Sign,,速度制限65の標識,,Speed Limit 65
signStop,blocks,Block Sign,,STOPの標識,,Stop Sign
signStop4way,blocks,Block Sign,,交差点の標識,,4 Way Stop Sign
signStreetPrivate,blocks,Block Sign,,私道の標識,,Private Road
asphalt,blocks,Block Terrain,,アスファルト,,Asphalt
asphaltDesc,blocks,Block Terrain,,アスファルト（Asphalt）はコンクリートミキサーで作ることが出来て、道路を修復できます。,,Asphalt is made in a cement mixer and is a common material for building or repairing roads.
burntForestGround,blocks,Block Terrain,,焼森の土,,Burnt Forest Ground
burntForestGroundDesc,blocks,Block Terrain,,焼森の土(burnt forest ground)です。地面に開いている穴を埋めることが出来ます。,,Replace missing pieces of terrain in the proper shade of soot.
clay,blocks,Block Terrain,,粘土,,Clay
copperOre,blocks,Block Terrain,,銅鉱石,,Copper Ore
destroyedStone,blocks,Block Terrain,,砕けた石,,Destroyed Stone
dirt,blocks,Block Terrain,,ダート,,Dirt
fertileDirt,blocks,Block Terrain,,土,,Fertile Dirt
fertileDirtDesc,blocks,Block Terrain,,普通の土（fertile Dirt）です。地面に開いている穴を埋めることが出来ます。\n草が生えてきます。,,Replace missing pieces of terrain. Eventually grass will start growing here.
fertileFarmland,blocks,Block Terrain,,耕した土,,Fertile Farmland
fertileGrass,blocks,Block Terrain,,雑草の生えた土,,Fertile Grass
forestGround,blocks,Block Terrain,,森の土,,Forest Ground
forestGroundDesc,blocks,Block Terrain,,森の土です（forest ground）。地面に開いている穴を埋めることが出来ます。,,Replace missing pieces of terrain in the proper shade of green.
grass,blocks,Block Terrain,,草,,Grassy Ground
grassDesc,blocks,Block Terrain,,草（grass）です。草が生えていると農作物は生えてきません。,,Replace missing pieces of terrain in the proper shade of green. No grass will actually grow on this.
gravel,blocks,Block Terrain,,砂利,,Gravel
gravelDesc,blocks,Block Terrain,,砂利（gravel）です。岩のようですがとても脆いです。,,This is gravel. Like rocks. Only smaller.
ice,blocks,Block Terrain,,氷,,Ice
plainsGround,blocks,Block Terrain,,草原の土,,Plains Ground
plainsGroundDesc,blocks,Block Terrain,,植物が生えている土（plains ground）です。地面に開いている穴を埋めることが出来ます。,,Replace missing pieces of terrain in the proper shade of green.
radiated,blocks,Block Terrain,,汚染された土,,Radiated Earth
sandStone,blocks,Block Terrain,,砂岩,,Sandstone
stone,blocks,Block Terrain,,岩,,Stone
stoneDesc,blocks,Block Terrain,,大きな塊の岩（stone）です。,,Like rocks. Only bigger.
airConditioner,blocks,Loot Container,,室外機,,Air Conditioner
cntApacheArtifactChest,blocks,Loot Container,,ｱﾊﾟｯﾁ族の秘宝,,Apache Artifact Chest
cntBackpack01,blocks,Loot Container,,風化したﾊﾞｯｸﾊﾟｯｸ,,Weathered Backpack
cntBackpack02,blocks,Loot Container,,朽ちたﾊﾞｯｸﾊﾟｯｸ,,Decomposing Backpack
cntBackpack03,blocks,Loot Container,,カビたﾊﾞｯｸﾊﾟｯｸ,,Moldy Backpack
cntBackpackDropped,blocks,Loot Container,,落としたﾊﾞｯｸﾊﾟｯｸ,,Dropped Backpack
cntBeerCooler,blocks,Loot Container,,ﾄﾞﾘﾝｸｸｰﾗｰ,,Beverage Cooler
cntBin,blocks,Loot Container,,小さいｺﾞﾐ箱,,Small Trash Bin
cntBirdnest,blocks,Loot Container,,鳥の巣,,Birdnest
cntBookcase,blocks,Loot Container,,本棚,,Bookcase
cntBookStoreBookcase,blocks,Loot Container,,本屋の本棚,,Bookstore Bookcase
cntCabinet,blocks,Loot Container,,キャビネット,,Cabinet
cntCabinetOldBottom,blocks,Loot Container,,食器棚,,Cupboard
cntCabinetOldCNRRound,blocks,Loot Container,,古びたｷｬﾋﾞﾈｯﾄ,,Cabinet Rounded
cntCabinetOldSink,blocks,Loot Container,,古びたｼﾝｸ,,Old Sink
cntCabinetOldTop,blocks,Loot Container,,風化した食器棚,,Cupboard
cntCabinetTop,blocks,Loot Container,,ｷｬﾋﾞﾈｯﾄ（上）,,Cabinet Top
cntCar03Blue,blocks,Loot Container,,青い乗用車,,Blue Sedan
cntCar03BlueDamage1,blocks,Loot Container,,青い乗用車（壊）,,Damaged Blue Sedan
cntCar03Red,blocks,Loot Container,,赤い乗用車,,Red Sedan
cntCar03RedDamage1,blocks,Loot Container,,赤い乗用車（壊）,,Damaged Red Sedan
cntCar03White,blocks,Loot Container,,白い乗用車,,White Sedan
cntCar03WhiteDamage1,blocks,Loot Container,,白い乗用車（壊）,,Damaged White Sedan
cntCar03Yellow,blocks,Loot Container,,黄色い乗用車,,Yellow Sedan
cntCar03YellowDamage1,blocks,Loot Container,,黄色い乗用車（壊）,,Damaged Yellow Sedan
cntCardboardBox,blocks,Loot Container,,ﾀﾞﾝﾎﾞｰﾙ箱,,Cardboard Box
cntCashRegister,blocks,Loot Container,,ﾚｼﾞ,,Cash Register
cntChest01,blocks,Loot Container,,木の箱,,Wooden Chest
cntChest02,blocks,Loot Container,,収納箱,,Chest
cntCoffin,blocks,Loot Container,,棺桶,,Coffin
cntCooler,blocks,Loot Container,,ｸｰﾗｰﾎﾞｯｸｽ,,Cooler
cntCorpseLoot01,blocks,Loot Container,,力尽きた亡骸,,Corpse
cntCorpseLoot02,blocks,Loot Container,,食べられた亡骸,,Corpse
cntDesk01,blocks,Loot Container,,木の机,,Wooden Desk
cntDesk02,blocks,Loot Container,,鉄の机,,Iron Desk
cntDeskSafe,blocks,Loot Container,,ﾃﾞｽｸｾｰﾌ,,Desk Safe
cntDeskSafeInsecure,blocks,Loot Container,,ﾃﾞｽｸｾｰﾌ（解）,,Desk Safe Insecure
cntDuffle01,blocks,Loot Container,,ﾀﾞｯﾌﾙﾊﾞｯｸﾞ,,Duffle Bag
cntDumpster,blocks,Loot Container,,大型ゴミ集積所,,Dumpster
cntFileCabinet,blocks,Loot Container,,ﾌｧｲﾙｷｬﾋﾞﾈｯﾄ,,File Cabinet
cntFridge,blocks,Loot Container,,冷蔵庫,,Refrigerator
cntFridgeBottom,blocks,Loot Container,,高価な冷蔵庫（下側）,,Fridge Bottom
cntFridgeTop,blocks,Loot Container,,高価な冷蔵庫（上側）,,Refrigerator Top
cntGarageStorage,blocks,Loot Container,,ｶﾞﾚｰｼﾞ保管箱,,Garage Storage
cntGasPump,blocks,Loot Container,,給油機,,Gas Pump
cntGraniteSink,blocks,Loot Container,,シンク台,,Sink
cntGunSafe,blocks,Loot Container,,ｶﾞﾝｾｰﾌ,,Gun Safe
cntGunSafeDesc,blocks,Loot Container,,ガンセーフ（gun safe）はあなたを財産を守ります。[ACTIVE]長押しでロック・解除ができます。パスワードによる保護も出来ます。,,Press & hold [activate] to lock it or set a password.
cntGunSafeInsecure,blocks,Loot Container,,ｶﾞﾝｾｰﾌ（解）,,Gun Safe Insecure
cntLockers,blocks,Loot Container,,ﾛｯｶｰ,,Lockers
cntLootCrateShamway,blocks,Loot Container,,shamway箱,,Shamway Crate
cntLootCrateShotgunMessiah,blocks,Loot Container,,Shotgun Messiah 箱,,Shotgun Messiah Crate
cntLootCrateWorkingStiffs,blocks,Loot Container,,Working Stiffs 箱,,Working Stiffs Crate
cntMailbox,blocks,Loot Container,,郵便入れ,,Mailbox
cntMailboxDesc,blocks,Loot Container,,一通の手紙で、世界は甦る。\nポストマンはまだいない。,,If anyone was left to send you mail you would be able to receive it!
cntMailBox01,blocks,Loot Container,,郵便入れ01,,Mail Box
cntMailBox01Desc,blocks,Loot Container,,一通の手紙で、世界は甦る。\nポストマンはまだいない。,,If anyone was left to send you mail you would be able to receive it!
cntMailBox02,blocks,Loot Container,,郵便入れ02,,Mail Box
cntMailBox02Desc,blocks,Loot Container,,一通の手紙で、世界は甦る。\nポストマンはまだいない。,,If anyone was left to send you mail you would be able to receive it!
cntMailBox03,blocks,Loot Container,,郵便入れ03,,Mail Box
cntMailBox03Desc,blocks,Loot Container,,一通の手紙で、世界は甦る。\nポストマンはまだいない。,,If anyone was left to send you mail you would be able to receive it!
cntMedicineCabinet,blocks,Loot Container,,鏡付き薬棚,,Medicine Cabinet
cntMountainManStorageChest,blocks,Loot Container,,世捨て人の箱,,Mountain Man Chest
cntMunitionsBox,blocks,Loot Container,,軍需物資,,Munitions Box
cntNightstand,blocks,Loot Container,,化粧箱,,Night Stand
cntOven,blocks,Loot Container,,ｵｰﾌﾞﾝ,,Oven
cntPillCase,blocks,Loot Container,,薬品棚,,Pill Case
cntPurse01,blocks,Loot Container,,ﾊﾝﾄﾞﾊﾞｯｸﾞ,,Purse
cntSecureStorageChest,blocks,Loot Container,,ｽﾄﾚｰｼﾞﾁｪｽﾄ,,Secure Storage Chest
cntSecureStorageChestDesc,blocks,Loot Container,,質素ですが大容量の収納箱（Storage chest）です。[ACTIVE]長押しでロック・解除ができます。パスワードによる保護も出来ます。\n頑丈ではないので、壊れないように注意してください。,,Press & hold [activate] to lock it or set a combination.
cntShoppingBasket,blocks,Loot Container,,買い物ｶｺﾞ,,Shopping Basket
cntShoppingCart,blocks,Loot Container,,買い物ｶｰﾄ,,Shopping Cart
cntSportsBag01,blocks,Loot Container,,朽ちたｽﾎﾟｰﾂﾊﾞｯｸﾞ,,Rotting Sports Bag
cntSportsBag02,blocks,Loot Container,,風化したｽﾎﾟｰﾂﾊﾞｯｸﾞ,,Weathered Sports Bag
cntStorageAmmo,blocks,Loot Container,,弾薬箱,,Storage Ammo
cntStorageAmmoInsecure,blocks,Loot Container,,弾薬箱（解錠）,,Storage Ammo Insecure
cntStorageBuilding,blocks,Loot Container,,建材箱,,Storage Building
cntStorageBuildingInsecure,blocks,Loot Container,,建材箱（解錠）,,Storage Building Insecure
cntStorageChest,blocks,Loot Container,,チェスト（壊）,,Storage Chest
cntStorageExplosives,blocks,Loot Container,,爆薬箱,,Storage Explosives
cntStorageExplosivesInsecure,blocks,Loot Container,,爆薬箱（解錠）,,Storage Explosives Insecure
cntStorageFood,blocks,Loot Container,,食料箱,,Storage Food
cntStorageFoodInsecure,blocks,Loot Container,,食料箱（解錠）,,Storage Food Insecure
cntStorageHealth,blocks,Loot Container,,赤十字箱,,Storage Health
cntStorageHealthInsecure,blocks,Loot Container,,赤十字箱（解錠）,,Storage Health Insecure
cntStorageWeapons,blocks,Loot Container,,武器箱,,Storage Weapons
cntStorageWeaponsInsecure,blocks,Loot Container,,武器箱（解錠）,,Storage Weapons Insecure
cntSuitcase,blocks,Loot Container,,ｽｰﾂｹｰｽ,,Suitcase
cntToilet01,blocks,Loot Container,,普通のﾄｲﾚ,,Normal Toilet
cntToilet02,blocks,Loot Container,,装飾されたﾄｲﾚ,,Fancy Toilet
cntToilet03,blocks,Loot Container,,商用ﾄｲﾚ,,Commercial Toilet
cntTrash_can01,blocks,Loot Container,,ｺﾞﾐ箱,,Trash Can
cntTrashPile01,blocks,Loot Container,,ｺﾞﾐの山,,Trash Pile
cntTrashPile02,blocks,Loot Container,,山のようなｺﾞﾐ,,Pile of Garbage
cntTrashPile03,blocks,Loot Container,,山盛りのｺﾞﾐ,,Mound of Garbage
cntTrashPile04,blocks,Loot Container,,遺棄されたｺﾞﾐ,,Abandoned Rubbish
cntTrashPile05,blocks,Loot Container,,風化したｺﾞﾐ,,Rotting Trash
cntTrashPile06,blocks,Loot Container,,腐りかけたｺﾞﾐ,,Spoiled Trash
cntTrashPile07,blocks,Loot Container,,ｺﾞﾐの塊,,Garbage Pile
cntTrashPile08,blocks,Loot Container,,悪臭を放つｶﾞﾗｸﾀ,,Foul Trash
cntTrashPile09,blocks,Loot Container,,古いｶﾞﾗｸﾀ,,Old Trash
cntTreeStump,blocks,Loot Container,,木の洞,,Tree Stump
cntWallOven,blocks,Loot Container,,ｳｫｰﾙｵｰﾌﾞﾝ,,Wall Oven
cntWallSafe,blocks,Loot Container,,ｳｫｰﾙｾｰﾌ,,Wall Safe
cntWallSafeInsecure,blocks,Loot Container,,ｳｫｰﾙｾｰﾌ（解）,,Wall Safe Insecure
largeStorageGroupDesc,blocks,Loot Container,,シンボルマークがプリントされた大きなロック機能付き収納箱（Storage）です。[ACTIVE]長押しでロック・解除が出来ます。,,A very large lockable crate with a handy symbol painted on the sides. Press & hold [activate] to lock it or set a combination.
campfire,blocks,Station,,ｷｬﾝﾌﾟﾌｧｲｱ,,Campfire
campfireDesc,blocks,Station,,キャンプファイア（campfire）はサバイバーになくてはならないものです。\n食料を調理したり、あたたまるのに役に立つ。鍋、グリル網、ビーカーを用意すれば、さらに多くのレシピを解放できます。\n踏みつけ注意,,"Useful to cook food and warm up. Unlock more recipes by adding a cooking pot, cooking grill or beaker."
cementMixer,blocks,Station,,ｾﾒﾝﾄﾐｷｻｰ,,Cement Mixer
cementMixerDesc,blocks,Station,,セメントミキサー（cement mixer）は、しっかりとした土台の要塞を作るための材料が手に入る。,,A cement mixer needs a solid foundation and will help you craft materials like concrete or asphalt.
